,Account Status,Months,Credit History,Purpose,Credit Amount,Savings,Employment,Installment Rate,Personal Status,Guarantors,Residence,Property,Age,Other Installments,Housing,Credit Cards,Job,Dependents,Phone,Foreign Worker,Credit Rating
498,1,18,2,2,1301,0,4,4,3,2,2,0,32,2,1,1,1,1,90,0,0
499,2,6,4,-1,1323,1,4,2,0,0,4,2,28,2,1,2,2,2,91,0,0
500,0,24,2,-1,3123,0,1,4,1,0,1,1,27,2,1,1,2,1,90,0,1
501,0,36,2,0,5493,0,4,2,2,0,4,3,42,2,2,1,2,2,90,0,0
502,2,9,2,2,1126,1,4,2,0,0,4,0,49,2,1,1,2,1,90,0,0
503,1,24,4,2,1216,1,1,4,2,0,4,3,38,0,1,2,2,2,90,0,1
504,0,24,2,-1,1207,0,1,4,1,0,4,1,24,2,0,1,2,1,90,0,1
505,3,10,2,-1,1309,4,2,4,2,2,4,1,27,2,1,1,1,1,90,0,1
506,2,15,4,0,2360,2,2,2,2,0,2,2,36,2,1,1,2,1,91,0,0
507,1,15,1,-1,6850,1,0,1,2,0,2,1,34,2,1,1,3,2,91,0,1
508,3,24,2,2,1413,0,2,4,3,0,2,1,28,2,1,1,2,1,90,0,0
509,3,39,2,0,8588,1,4,4,2,0,2,2,45,2,1,1,3,1,91,0,0
510,0,12,2,-1,759,0,3,4,2,0,2,0,26,2,1,1,2,1,90,0,1
511,3,36,2,0,4686,0,2,2,2,0,2,3,32,2,2,1,3,1,91,0,0
512,2,15,2,8,2687,0,3,2,2,0,4,1,26,2,0,1,2,1,91,0,0
513,1,12,3,2,585,0,2,4,3,1,4,0,20,2,0,2,2,1,90,0,0
514,3,24,2,-1,2255,4,1,4,2,0,1,1,54,2,1,1,2,1,90,0,0
515,0,6,4,-1,609,0,3,4,1,0,3,1,37,2,1,2,2,1,90,1,0
516,0,6,4,-1,1361,0,1,2,2,0,4,0,40,2,1,1,1,2,90,1,0
517,3,36,4,1,7127,0,1,2,1,0,4,1,23,2,0,2,2,1,91,0,1
518,0,6,2,-1,1203,1,4,3,2,0,2,1,43,2,1,1,2,1,91,0,0
519,3,6,4,2,700,4,4,4,2,0,4,3,36,2,2,2,2,1,90,0,0
520,3,24,4,4,5507,0,4,3,2,0,4,3,44,2,2,2,2,1,90,0,0
521,0,18,2,2,3190,0,2,2,1,0,2,0,24,2,1,1,2,1,90,0,1
522,0,48,0,1,7119,0,2,3,2,0,4,3,53,2,2,2,2,2,90,0,1
523,3,24,2,0,3488,1,3,3,1,0,4,2,23,2,1,1,2,1,90,0,0
524,1,18,2,2,1113,0,2,4,1,2,4,0,26,2,1,1,1,2,90,0,0
525,1,26,2,0,7966,0,1,2,2,0,3,2,30,2,1,2,2,1,90,0,0
526,3,15,4,5,1532,1,2,4,1,0,3,2,31,2,1,1,2,1,90,0,0
527,3,4,4,2,1503,0,3,2,2,0,1,0,42,2,1,2,1,2,90,0,0
528,0,36,2,2,2302,0,2,4,0,0,4,2,31,2,0,1,2,1,90,0,1
529,0,6,2,-1,662,0,1,3,2,0,4,0,41,2,1,1,1,2,91,0,0
530,1,36,2,5,2273,0,3,3,2,0,1,2,32,2,1,2,2,2,90,0,0
531,1,15,2,-1,2631,1,2,2,1,0,4,2,28,2,0,2,2,1,91,0,1
532,3,12,3,0,1503,0,2,4,3,0,4,0,41,2,0,1,2,1,90,0,0
533,3,24,2,2,1311,1,3,4,3,0,3,1,26,2,1,1,2,1,91,0,0
534,3,24,2,2,3105,4,1,4,2,0,2,2,25,2,1,2,2,1,90,0,0
535,2,21,4,5,2319,0,1,2,0,0,1,2,33,2,0,1,2,1,90,0,1
536,0,6,2,-1,1374,4,0,4,1,0,3,1,75,2,1,1,3,1,91,0,0
537,1,18,4,1,3612,0,4,3,1,0,4,1,37,2,1,1,2,1,91,0,0
538,0,48,2,-1,7763,0,4,4,2,0,4,3,42,0,2,1,3,1,90,0,1
539,2,18,2,1,3049,0,1,1,1,0,1,1,45,1,1,1,1,1,90,0,0
540,1,12,2,2,1534,0,1,1,3,0,1,0,23,2,0,1,2,1,90,0,1
541,3,24,3,-1,2032,0,4,4,2,0,4,3,60,2,2,2,2,1,91,0,0
542,0,30,2,1,6350,4,4,4,2,0,4,1,31,2,1,1,2,1,90,0,1
543,2,18,2,1,2864,0,2,2,2,0,1,0,34,2,1,1,1,2,90,0,1
544,3,12,4,-1,1255,0,4,4,2,0,4,0,61,2,1,2,1,1,90,0,0
545,0,24,3,-1,1333,0,0,4,2,0,2,0,43,2,2,2,2,2,90,0,1
546,3,24,4,-1,2022,0,2,4,1,0,4,2,37,2,1,1,2,1,91,0,0
547,3,24,2,2,1552,0,3,3,2,0,1,2,32,0,1,1,2,2,90,0,0
548,0,12,1,2,626,0,2,4,1,0,4,0,24,0,1,1,1,1,90,0,1
549,3,48,4,0,8858,4,3,2,2,0,1,3,35,2,2,2,2,1,91,0,0
550,3,12,4,4,996,4,3,4,1,0,4,0,23,2,1,2,2,1,90,0,0
551,3,6,1,2,1750,2,4,2,2,0,4,1,45,0,1,1,1,2,90,0,0
552,0,48,2,2,6999,0,3,1,3,2,1,0,34,2,1,2,2,1,91,0,1
553,1,12,4,-1,1995,1,1,4,2,0,1,2,27,2,1,1,2,1,90,0,0
554,1,9,2,5,1199,0,3,4,1,0,4,1,67,2,1,2,3,1,91,0,0
555,1,12,2,2,1331,0,1,2,2,0,1,2,22,1,1,1,2,1,90,0,1
556,1,18,0,-1,2278,1,1,3,1,0,3,2,28,2,1,2,2,1,90,0,1
557,3,21,0,-1,5003,4,2,1,1,0,4,1,29,0,1,2,2,1,91,0,1
558,0,24,1,1,3552,0,3,3,2,0,4,2,27,0,1,1,2,1,90,0,1
559,1,18,4,1,1928,0,1,2,2,0,2,0,31,2,1,2,1,1,90,0,1
560,0,24,2,0,2964,4,4,4,2,0,4,3,49,0,2,1,2,2,91,0,0
561,0,24,1,2,1546,0,3,4,2,2,4,2,24,0,0,1,1,1,90,0,1
562,2,6,3,2,683,0,1,2,1,0,1,1,29,0,1,1,2,1,90,0,0
563,1,36,2,-1,12389,4,2,1,2,0,4,3,37,2,2,1,2,1,91,0,1
564,1,24,3,8,4712,4,2,4,2,0,2,1,37,0,1,2,3,1,91,0,0
565,1,24,3,2,1553,1,3,3,1,0,2,1,23,2,0,2,2,1,91,0,0
566,0,12,2,-1,1372,0,3,2,0,0,3,2,36,2,1,1,2,1,90,0,1
567,3,24,4,2,2578,3,4,2,2,0,2,2,34,2,1,1,2,1,90,0,0
568,1,48,2,2,3979,4,3,4,2,0,1,2,41,2,1,2,2,2,91,0,0
569,0,48,2,2,6758,0,2,3,1,0,2,2,31,2,1,1,2,1,91,0,1
570,0,24,2,1,3234,0,1,4,1,0,4,0,23,2,0,1,1,1,91,0,1
571,3,30,4,2,5954,0,3,3,2,1,2,2,38,2,1,1,2,1,90,0,0
572,3,24,2,0,5433,4,0,2,1,0,4,1,26,2,0,1,3,1,91,0,0
573,0,15,2,8,806,0,2,4,1,0,4,1,22,2,1,1,1,1,90,0,0
574,1,9,2,2,1082,0,4,4,2,0,4,2,27,2,1,2,1,1,90,0,0
575,3,15,4,1,2788,0,3,2,1,1,3,2,24,0,1,2,2,1,90,0,0
576,1,12,2,2,2930,0,3,2,1,0,1,0,27,2,1,1,2,1,90,0,0
577,3,24,4,5,1927,4,2,3,1,0,2,2,33,2,1,2,2,1,91,0,0
578,1,36,4,-1,2820,0,1,4,0,0,4,2,27,2,1,2,2,1,90,0,1
579,3,24,2,7,937,0,1,4,3,0,3,2,27,2,1,2,1,1,90,0,0
580,1,18,4,-1,1056,0,4,3,2,2,3,0,30,0,1,2,2,1,90,0,1
581,1,12,4,-1,3124,0,1,1,2,0,3,0,49,0,1,2,1,2,90,0,0
582,3,9,2,1,1388,0,2,4,1,0,2,0,26,2,0,1,2,1,90,0,0
583,1,36,2,4,2384,0,1,4,2,0,1,3,33,2,0,1,1,1,90,0,1
584,3,12,2,-1,2133,4,4,4,1,0,4,3,52,2,2,1,3,1,91,0,0
585,0,18,2,1,2039,0,2,1,1,0,4,0,20,0,0,1,2,1,90,0,1
586,0,9,4,-1,2799,0,2,2,2,0,2,0,36,2,0,2,2,2,90,0,0
587,0,12,2,1,1289,0,2,4,2,2,1,1,21,2,1,1,1,1,90,0,0
588,0,18,2,3,1217,0,2,4,3,0,3,0,47,2,1,1,1,1,91,0,1
589,0,12,4,1,2246,0,4,3,2,0,3,1,60,2,1,2,2,1,90,0,1
590,0,12,4,2,385,0,3,4,1,0,3,0,58,2,1,4,1,1,91,0,0
591,1,24,3,-1,1965,4,2,4,1,0,4,2,42,2,0,2,2,1,91,0,0
592,3,21,2,8,1572,3,4,4,1,0,4,0,36,0,1,1,1,1,90,0,0
593,1,24,2,-1,2718,0,2,3,1,0,4,1,20,2,0,1,1,1,91,0,1
594,0,24,1,9,1358,4,4,4,2,0,3,2,40,1,1,1,3,1,91,0,1
595,1,6,1,-1,931,1,1,1,1,0,1,1,32,1,1,1,1,1,90,0,1
596,0,24,2,-1,1442,0,3,4,1,0,4,2,23,2,0,2,2,1,90,0,1
597,1,24,0,8,4241,0,2,1,2,0,4,0,36,2,1,3,1,1,91,0,1
598,3,18,4,-1,2775,0,3,2,2,0,2,1,31,0,1,2,2,1,90,0,1
599,3,24,3,8,3863,0,2,1,2,0,2,3,32,2,2,1,2,1,90,0,0
600,1,7,2,2,2329,0,1,1,1,2,1,0,45,2,1,1,2,1,90,0,0
601,1,9,2,1,918,0,2,4,1,0,1,1,30,2,1,1,2,1,90,0,1
602,1,24,1,5,1837,0,3,4,1,0,4,3,34,0,2,1,1,1,90,0,1
603,3,36,2,1,3349,0,2,4,1,0,2,2,28,2,1,1,3,1,91,0,1
604,2,10,2,1,1275,0,1,4,1,0,2,1,23,2,1,1,2,1,90,0,0
605,0,24,1,1,2828,2,2,4,2,0,4,0,22,1,1,1,2,1,91,0,0
606,3,24,4,8,4526,0,2,3,2,0,2,0,74,2,1,1,3,1,91,0,0
607,1,36,2,2,2671,1,2,4,1,1,4,3,50,2,2,1,2,1,90,0,1
608,3,18,2,2,2051,0,1,4,2,0,1,0,33,2,1,1,2,1,90,0,0
609,3,15,2,0,1300,4,4,4,2,0,4,3,45,0,2,1,2,2,90,0,0
610,0,12,2,3,741,1,0,4,1,0,3,1,22,2,1,1,2,1,90,0,1
611,2,10,2,-1,1240,1,4,1,1,0,4,3,48,2,2,1,1,2,90,0,1
612,0,21,2,2,3357,3,1,4,1,0,2,2,29,0,1,1,2,1,90,0,0
613,0,24,1,0,3632,0,2,1,1,2,4,2,22,0,0,1,2,1,90,1,0
614,3,18,3,1,1808,0,3,4,1,0,1,0,22,2,1,1,2,1,90,0,1
615,1,48,0,8,12204,4,2,2,2,0,2,2,48,0,1,1,3,1,91,0,0
616,1,60,3,2,9157,4,2,2,2,0,2,3,27,2,2,1,3,1,90,0,0
617,0,6,4,-1,3676,0,2,1,2,0,3,0,37,2,0,3,2,2,90,0,0
618,1,30,2,1,3441,1,2,2,1,1,4,2,21,2,0,1,2,1,90,0,1
619,3,12,2,-1,640,0,2,4,0,0,2,0,49,2,1,1,1,1,90,0,0
620,1,21,4,8,3652,0,3,2,2,0,3,1,27,2,1,2,2,1,90,0,0
621,3,18,4,-1,1530,0,2,3,2,0,2,1,32,0,1,2,2,1,90,0,1
622,3,48,2,8,3914,4,2,4,0,0,2,0,38,0,1,1,2,1,90,0,1
623,0,12,2,1,1858,0,1,4,1,0,1,2,22,2,0,1,2,1,90,0,0
624,0,18,2,2,2600,0,2,4,2,0,4,3,65,2,2,2,2,1,90,0,1
625,3,15,2,2,1979,4,4,4,2,0,2,2,35,2,1,1,2,1,90,0,0
626,2,6,2,1,2116,0,2,2,2,0,2,0,41,2,1,1,2,1,91,0,0
627,1,9,1,-1,1437,1,3,2,2,0,3,3,29,2,1,1,2,1,90,0,1
628,3,42,4,1,4042,2,2,4,2,0,4,0,36,2,1,2,2,1,91,0,0
629,3,9,2,5,3832,4,4,1,2,0,4,0,64,2,1,1,1,1,90,0,0
630,0,24,2,2,3660,0,2,2,1,0,4,2,28,2,1,1,2,1,90,0,0
631,0,18,1,1,1553,0,2,4,2,0,3,2,44,0,1,1,2,1,90,0,1
632,1,15,2,2,1444,4,1,4,2,0,1,1,23,2,1,1,2,1,90,0,0
633,3,9,2,1,1980,0,1,2,1,1,2,2,19,2,0,2,2,1,90,0,1
634,1,24,2,-1,1355,0,1,3,1,0,4,2,25,2,1,1,1,1,91,0,1
635,3,12,2,5,1393,0,4,4,2,0,4,1,47,0,1,3,2,2,91,0,0
636,3,24,2,2,1376,2,3,4,1,0,1,2,28,2,1,1,2,1,90,0,0
637,3,60,3,2,15653,0,3,2,2,0,4,2,21,2,1,2,2,1,91,0,0
638,3,12,2,2,1493,0,1,4,1,0,3,2,34,2,1,1,2,2,90,0,0
639,0,42,3,2,4370,0,3,3,2,0,2,1,26,0,1,2,2,2,91,0,1
640,0,18,2,5,750,0,0,4,1,0,1,0,27,2,1,1,0,1,90,0,1
641,1,15,2,4,1308,0,4,4,2,0,4,2,38,2,1,2,1,1,90,0,0
642,3,15,2,5,4623,1,2,3,2,0,2,1,40,2,1,1,3,1,91,0,1
643,3,24,4,2,1851,0,3,4,3,2,2,2,33,2,1,2,2,1,91,0,0
644,0,18,4,2,1880,0,3,4,3,0,1,1,32,2,1,2,3,1,91,0,0
645,3,36,3,8,7980,4,1,4,2,0,4,2,27,2,0,2,2,1,91,0,1
646,0,30,0,1,4583,0,2,2,0,2,2,0,32,2,1,2,2,1,90,0,0
647,3,12,2,-1,1386,2,2,2,1,0,2,1,26,2,1,1,2,1,90,0,1
648,2,24,2,-1,947,0,3,4,2,0,3,3,38,0,2,1,2,2,90,0,1
649,0,12,2,5,684,0,2,4,2,0,4,2,40,2,0,1,1,2,90,0,1
650,0,48,2,5,7476,0,3,4,2,0,1,3,50,2,2,1,3,1,91,0,0
651,1,12,2,1,1922,0,2,4,2,0,2,1,37,2,1,1,1,1,90,0,1
652,0,24,2,-1,2303,0,4,4,2,1,1,0,45,2,1,1,2,1,90,0,1
653,1,36,3,-1,8086,1,4,2,2,0,4,2,42,2,1,4,3,1,91,0,1
654,3,24,4,0,2346,0,3,4,2,0,3,2,35,2,1,2,2,1,91,0,0
655,0,14,2,-1,3973,0,0,1,2,0,4,3,22,2,2,1,2,1,90,0,0
656,1,12,2,-1,888,0,4,4,2,0,4,2,41,0,1,1,1,2,90,0,1
657,3,48,2,2,10222,4,3,4,2,0,3,2,37,1,1,1,2,1,91,0,0
658,1,30,0,8,4221,0,2,2,1,0,1,2,28,2,1,2,2,1,90,0,0
659,1,18,4,1,6361,0,4,2,2,0,1,3,41,2,1,1,2,1,91,0,0
660,2,12,2,2,1297,0,2,3,3,0,4,0,23,2,0,1,2,1,90,0,0
661,0,12,2,-1,900,4,2,4,3,0,2,2,23,2,1,1,2,1,90,0,1
662,3,21,2,1,2241,0,4,4,2,0,2,0,50,2,1,2,2,1,90,0,0
663,1,6,3,1,1050,0,0,4,2,0,1,1,35,1,1,2,3,1,91,0,0
664,2,6,4,5,1047,0,2,2,1,0,4,1,50,2,1,1,1,1,90,0,0
665,3,24,4,9,6314,0,0,4,2,1,2,3,27,0,1,2,3,1,91,0,0
666,1,30,1,1,3496,3,2,4,2,0,2,2,34,1,1,1,2,2,91,0,0
667,3,48,1,8,3609,0,2,1,1,0,1,0,27,1,1,1,2,1,90,0,0
668,0,12,4,-1,4843,0,4,3,2,1,4,1,43,2,0,2,2,1,91,0,1
669,2,30,4,2,3017,0,4,4,2,0,4,1,47,2,1,1,2,1,90,0,0
670,3,24,4,8,4139,1,2,3,2,0,3,1,27,2,1,2,1,1,91,0,0
671,3,36,2,8,5742,1,3,2,2,0,2,2,31,2,1,2,2,1,91,0,0
672,3,60,2,-1,10366,0,4,2,2,0,4,1,42,2,1,1,3,1,91,0,0
673,3,6,4,-1,2080,2,2,1,3,0,2,2,24,2,1,1,2,1,90,0,0
674,3,21,3,8,2580,2,1,4,2,0,2,0,41,0,1,1,1,2,90,0,1
675,3,30,4,2,4530,0,3,4,1,0,4,2,26,2,0,1,3,1,91,0,0
676,3,24,4,1,5150,0,4,4,2,0,4,2,33,2,1,1,2,1,91,0,0
677,1,72,2,2,5595,1,2,2,3,0,2,2,24,2,1,1,2,1,90,0,1
678,0,24,2,2,2384,0,4,4,2,0,4,0,64,0,0,1,1,1,90,0,0
679,3,18,2,2,1453,0,1,3,1,0,1,0,26,2,1,1,2,1,90,0,0
680,3,6,2,5,1538,0,1,1,1,0,2,3,56,2,1,1,2,1,90,0,0
681,3,12,2,2,2279,4,2,4,2,0,4,3,37,2,2,1,2,1,91,0,0
682,3,15,3,2,1478,0,2,4,3,0,3,0,33,0,1,2,2,1,90,0,0
683,3,24,4,2,5103,0,1,3,3,0,3,3,47,2,2,3,2,1,91,0,0
684,1,36,3,8,9857,1,3,1,2,0,3,1,31,2,1,2,1,2,91,0,0
685,3,60,2,-1,6527,4,2,4,2,0,4,3,34,2,2,1,2,2,91,0,0
686,2,10,4,2,1347,4,3,4,2,0,2,1,27,2,1,2,2,1,91,0,0
687,1,36,3,-1,2862,1,4,4,2,0,3,3,30,2,2,1,2,1,90,0,0
688,3,9,2,2,2753,1,4,3,2,1,4,2,35,2,1,1,2,1,91,0,0
689,0,12,2,-1,3651,3,2,1,2,0,3,1,31,2,1,1,2,2,90,0,0
690,0,15,4,1,975,0,2,2,0,0,3,1,25,2,1,2,2,1,90,0,0
691,1,15,2,4,2631,1,2,3,1,0,2,0,25,2,1,1,1,1,90,0,0
692,1,24,2,2,2896,1,1,2,2,0,1,2,29,2,1,1,2,1,90,0,0
693,0,6,4,-1,4716,4,1,1,2,0,3,0,44,2,1,2,1,2,90,0,0
694,3,24,2,2,2284,0,3,4,2,0,2,2,28,2,1,1,2,1,91,0,0
695,3,6,2,0,1236,2,2,2,2,0,4,1,50,2,0,1,2,1,90,0,0
696,1,12,2,2,1103,0,3,4,2,2,3,0,29,2,1,2,2,1,90,1,0
697,3,12,4,-1,926,0,0,1,1,0,2,1,38,2,1,1,0,1,90,0,0
698,3,18,4,2,1800,0,2,4,2,0,2,2,24,2,1,2,2,1,90,0,0
699,2,15,2,5,1905,0,4,4,2,0,4,2,40,2,0,1,3,1,91,0,0
700,3,12,2,1,1123,2,2,4,1,0,4,2,29,2,0,1,1,1,90,0,1
701,0,48,4,0,6331,0,4,4,2,0,4,3,46,2,2,2,2,1,91,0,1
702,2,24,2,2,1377,1,4,4,1,0,2,3,47,2,2,1,2,1,91,0,0
703,1,30,3,8,2503,1,4,4,2,0,2,1,41,1,1,2,2,1,90,0,0
704,1,27,2,8,2528,0,1,4,1,0,1,1,32,2,1,1,2,2,91,0,0
705,3,15,2,-1,5324,2,4,1,1,0,4,3,35,2,2,1,2,1,90,0,0
706,1,48,2,-1,6560,1,3,3,2,0,2,1,24,2,1,1,2,1,90,0,1
707,1,12,0,1,2969,0,1,4,1,0,3,1,25,2,0,2,2,1,90,0,1
708,1,9,2,2,1206,0,4,4,1,0,4,0,25,2,1,1,2,1,90,0,0
709,1,9,2,2,2118,0,2,2,2,0,2,0,37,2,1,1,1,2,90,0,0
710,3,18,4,2,629,2,4,4,2,0,3,1,32,0,1,2,3,1,91,0,0
711,0,6,1,5,1198,0,4,4,1,0,4,3,35,2,2,1,2,1,90,0,1
712,3,21,2,0,2476,4,4,4,2,0,4,0,46,2,1,1,3,1,91,0,0
713,0,9,4,2,1138,0,2,4,2,0,4,0,25,2,1,2,1,1,90,0,0
714,1,60,2,-1,14027,0,3,4,2,0,2,3,27,2,1,1,3,1,91,0,1
715,3,30,4,0,7596,4,4,1,2,0,4,2,63,2,1,2,2,1,90,0,0
716,3,30,4,2,3077,4,4,3,2,0,2,2,40,2,1,2,2,2,91,0,0
717,3,18,2,2,1505,0,2,4,2,0,2,3,32,2,2,1,3,1,91,0,0
718,2,24,4,2,3148,4,2,3,2,0,2,2,31,2,1,2,2,1,91,0,0
719,1,20,0,0,6148,1,4,3,3,0,4,2,31,0,1,2,2,1,91,0,0
720,2,9,0,2,1337,0,1,4,2,0,2,2,34,2,1,2,3,1,91,0,1
721,1,6,1,5,433,3,1,4,1,0,2,1,24,0,0,1,2,2,90,0,1
722,0,12,2,-1,1228,0,2,4,1,0,2,0,24,2,1,1,1,1,90,0,1
723,1,9,2,2,790,2,2,4,1,0,3,0,66,2,1,1,1,1,90,0,0
724,3,27,2,-1,2570,0,2,3,1,0,3,0,21,2,0,1,2,1,90,0,1
725,3,6,4,-1,250,3,2,2,1,0,2,0,41,0,1,2,1,1,90,0,0
726,3,15,4,2,1316,2,2,2,3,0,2,1,47,2,1,2,1,1,90,0,0
727,0,18,2,2,1882,0,2,4,1,0,4,2,25,0,0,2,2,1,90,0,1
728,1,48,1,8,6416,0,4,4,1,0,3,3,59,2,0,1,2,1,90,0,1
729,2,24,4,8,1275,3,2,2,0,0,4,0,36,2,1,2,2,1,91,0,0
730,1,24,3,2,6403,0,1,1,2,0,2,2,33,2,1,1,2,1,90,0,0
731,0,24,2,2,1987,0,2,2,2,0,4,0,21,2,0,1,1,2,90,0,1
732,1,8,2,2,760,0,3,4,1,2,2,0,44,2,1,1,1,1,90,0,0
733,3,24,2,0,2603,3,2,2,1,0,4,2,28,2,0,1,2,1,91,0,0
734,3,4,4,-1,3380,0,3,1,1,0,1,0,37,2,1,1,2,2,90,0,0
735,1,36,1,3,3990,4,1,3,1,0,2,3,29,0,1,1,0,1,90,0,0
736,1,24,2,0,11560,0,2,1,1,0,4,2,23,2,0,2,3,1,90,0,1
737,0,18,2,-1,4380,1,2,3,2,0,4,2,35,2,1,1,1,2,91,0,0
738,3,6,4,-1,6761,0,3,1,2,0,3,3,45,2,1,2,3,2,91,0,0
739,1,30,0,8,4280,1,2,4,1,0,4,2,26,2,0,2,1,1,90,0,1
740,0,24,1,-1,2325,1,3,2,2,0,3,2,32,0,1,1,2,1,90,0,0
741,1,10,1,2,1048,0,2,4,2,0,4,0,23,1,1,1,1,1,90,0,0
742,3,21,2,2,3160,4,4,4,2,0,3,1,41,2,1,1,2,1,91,0,0
743,0,24,1,1,2483,2,2,4,2,0,4,0,22,1,1,1,2,1,91,0,0
744,0,39,4,1,14179,4,3,4,2,0,4,1,30,2,1,2,3,1,91,0,0
745,0,13,4,8,1797,0,1,3,2,0,1,1,28,0,1,2,1,1,90,0,0
746,0,15,2,-1,2511,0,0,1,1,0,4,2,23,2,0,1,2,1,90,0,0
747,0,12,2,-1,1274,0,1,3,1,0,1,0,37,2,1,1,1,1,90,0,1
748,3,21,2,0,5248,4,2,1,2,0,3,2,26,2,1,1,2,1,90,0,0
